COURSEID,TITLE,SESSION,DAY,START_TIME,END_TIME,LOCATION,INSTRUCTOR
SOWK-350,"Adolescent Gang Intervention",001,W,16:00,17:50,SWC,"Raymundo Zacarias"
SOWK-506,"Human Behavior and the Social Environment",735,M,17:40,19:00,VAC,"Lynn Jones"
SOWK-506,"Human Behavior and the Social Environment",735,T,17:40,19:00,VAC,"De Vida Gill"
SOWK-506,"Human Behavior and the Social Environment",735,W,18:25,19:45,VAC,"Robert Villa"
SOWK-506,"Human Behavior and the Social Environment",735,H,08:40,10:00,VAC,"Randee Olive"
SOWK-506,"Human Behavior and the Social Environment",735,F,08:40,10:00,VAC,"Laura Owen"
SOWK-506,"Human Behavior and the Social Environment",735,S,09:40,11:00,VAC,"Jennell Maze"
SOWK-536,"Policy and Advocacy in Professional Social Work",735,M,17:40,19:00,VAC,"Karra Bikson"
SOWK-536,"Policy and Advocacy in Professional Social Work",735,T,17:40,19:00,VAC,"Jane James"
SOWK-536,"Policy and Advocacy in Professional Social Work",735,W,18:25,19:45,VAC,"Karra Bikson"
SOWK-536,"Policy and Advocacy in Professional Social Work",735,H,08:40,10:00,VAC,"Harry Hunter"
SOWK-536,"Policy and Advocacy in Professional Social Work",735,F,11:15,12:35,VAC,"Stacy Kratz"
SOWK-536,"Policy and Advocacy in Professional Social Work",735,S,09:40,11:00,VAC,"Karra Bikson"
SOWK-544,"Social Work Practice With Individuals, Families, and Groups",735,M,17:40,19:00,VAC,"Aimee Odette"
SOWK-544,"Social Work Practice With Individuals, Families, and Groups",735,T,17:40,19:00,VAC,"Nadia Mishael"
SOWK-544,"Social Work Practice With Individuals, Families, and Groups",735,W,08:40,10:00,VAC,"Linda Kaye"
SOWK-544,"Social Work Practice With Individuals, Families, and Groups",735,H,18:25,19:45,VAC,"Joseph Harper"
SOWK-544,"Social Work Practice With Individuals, Families, and Groups",735,F,08:40,10:00,VAC,"Ricky Kronberg"
SOWK-544,"Social Work Practice With Individuals, Families, and Groups",735,S,09:40,11:00,VAC,"Tonsinetta Green"
SOWK-546,"Science of Social Work",001,T,13:00,15:50,MRF,"Jason Harley"
SOWK-546,"Science of Social Work",001,H,19:10,22:00,MRF,"Derrick Kranke"
SOWK-546,"Science of Social Work",001,S,09:00,11:50,"CITY E","Maurice Hudson"
SOWK-546,"Science of Social Work",001,F,13:00,15:50,SWC,"Andrea Witkin"
SOWK-546,"Science of Social Work",735,M,18:25,19:45,VAC,"Devon Brooks"
SOWK-546,"Science of Social Work",735,T,18:25,19:45,VAC,"Lorraine Demi"
SOWK-546,"Science of Social Work",735,W,17:40,19:00,VAC,"Stephanie Hsieh"
SOWK-546,"Science of Social Work",735,H,17:40,19:00,VAC,"Lorraine Demi"
SOWK-546,"Science of Social Work",735,F,08:40,10:00,VAC,"Emily Putnam-Hornstein"
SOWK-546,"Science of Social Work",735,S,09:40,11:00,VAC,"Derrick Kranke"
SOWK-588,"Integrative Learning for Social Work Practice",001,S,09:00,10:50,"CITY A","Rita Bright Davis"
SOWK-588,"Integrative Learning for Social Work Practice",001,F,11:00,12:50,MRF,"Candace Smith"
SOWK-588,"Integrative Learning for Social Work Practice",735,M,17:40,19:00,VAC,"Char Scott"
SOWK-588,"Integrative Learning for Social Work Practice",735,T,18:25,19:45,VAC,"Kathy Bargar"
SOWK-588,"Integrative Learning for Social Work Practice",735,W,18:25,19:45,VAC,"Sofia Martinez"
SOWK-588,"Integrative Learning for Social Work Practice",735,H,18:25,19:45,VAC,"Rebecca Rasmussen"
SOWK-588,"Integrative Learning for Social Work Practice",735,F,08:40,10:00,VAC,"Phil Meyer"
SOWK-589A,"Applied Learning in Field Education",735,M,16:15,18:15,VAC,"Susan Edwards"
SOWK-589A,"Applied Learning in Field Education",735,W,11:45,13:45,VAC,"Tina Fietsam"
SOWK-589A,"Applied Learning in Field Education",735,F,11:45,13:45,VAC,"Tina Fietsam"
SOWK-589A,"Applied Learning in Field Education",735,S,09:15,11:15,VAC,"Susan Edwards"
SOWK-589A,"Applied Learning in Field Education",735,T,09:15,11:15,VAC,"Heidi Khalil"
SOWK-589A,"Applied Learning in Field Education",735,H,09:15,11:15,VAC,"Heidi Khalil"
SOWK-599,"Special Topics",625,S,09:00,12:00,"CITY C","Richard Newmyer"
SOWK-608,"Research and Critical Analysis for Social Work with Children and Families",001,S,13:00,15:50,"CITY F","Sergio Rizzo-Fontanesi"
SOWK-608,"Research and Critical Analysis for Social Work with Children and Families",001,T,08:00,10:50,SWC,"Andrea Witkin"
SOWK-608,"Research and Critical Analysis for Social Work with Children and Families",735,M,17:40,19:00,VAC,"Leah Hanzlicek"
SOWK-608,"Research and Critical Analysis for Social Work with Children and Families",735,T,17:40,19:00,VAC,"Luz Robles"
SOWK-608,"Research and Critical Analysis for Social Work with Children and Families",735,W,18:25,19:45,VAC,"Pamela Love Manning"
SOWK-608,"Research and Critical Analysis for Social Work with Children and Families",735,H,12:00,13:20,VAC,"Melissa Martin-Mollard"
SOWK-608,"Research and Critical Analysis for Social Work with Children and Families",735,F,08:40,10:00,VAC,"Tyan Parker Dominguez"
SOWK-608,"Research and Critical Analysis for Social Work with Children and Families",735,S,08:25,09:45,VAC,"Wendy Hileman"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",001,S,09:00,11:50,"CITY B","Iris Gonzalez"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",001,H,19:10,22:00,MRF,"Lindsay Krygier"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",001,T,16:10,19:00,MRF,"Alison Greene"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",735,M,17:40,19:00,VAC,"Michele Grethel"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",735,T,17:40,19:00,VAC,"Shanea Thomas"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",735,W,18:25,19:45,VAC,"Alla Branzburg"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",735,H,17:40,19:00,VAC,"Linda Long"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",735,F,07:00,08:20,VAC,"Linda Long"
SOWK-609,"Introduction to Social Work Practice with Children, Youth and Families",735,S,10:10,11:30,VAC,"Lindsay Krygier"
SOWK-610,"Social Work Practice with Children and Families Across Settings",001,H,19:10,22:00,MRF,"Meena Montemayor"
SOWK-610,"Social Work Practice with Children and Families Across Settings",001,F,13:00,15:50,MRF,"Linda Cox"
SOWK-610,"Social Work Practice with Children and Families Across Settings",735,M,17:40,19:00,VAC,"Dana Caballero"
SOWK-610,"Social Work Practice with Children and Families Across Settings",735,T,17:40,19:00,VAC,"Dorothy Nieto Manzer"
SOWK-610,"Social Work Practice with Children and Families Across Settings",735,W,18:25,19:45,VAC,"Kristen Gardenhire"
SOWK-610,"Social Work Practice with Children and Families Across Settings",735,H,17:40,19:00,VAC,"Judith Levy"
SOWK-610,"Social Work Practice with Children and Families Across Settings",735,F,08:40,10:00,VAC,"Lynn Berry"
SOWK-610,"Social Work Practice with Children and Families Across Settings",735,S,10:10,11:30,VAC,"Lynn Berry"
SOWK-611,"Leadership and Management in Social Work",001,S,09:00,11:50,"CITY D","Evangelina Reina"
SOWK-611,"Leadership and Management in Social Work",001,T,08:00,10:50,VKC,"Chasity Lambert"
SOWK-611,"Leadership and Management in Social Work",001,H,19:10,22:00,SWC,"Evangelina Reina"
SOWK-611,"Leadership and Management in Social Work",735,M,18:30,19:50,VAC,"Stephen Koffman"
SOWK-611,"Leadership and Management in Social Work",735,T,17:40,19:00,VAC,"David Bringhurst"
SOWK-611,"Leadership and Management in Social Work",735,W,18:30,19:50,VAC,"Joseph Hunter"
SOWK-611,"Leadership and Management in Social Work",735,H,17:40,19:00,VAC,"Sherry Blair"
SOWK-611,"Leadership and Management in Social Work",735,F,08:40,10:00,VAC,"Ruth White"
SOWK-611,"Leadership and Management in Social Work",735,S,08:00,09:20,VAC,"Laura Owen"
SOWK-612,"Assessment and Diagnosis of Mental Disorders",001,H,16:10,19:00,MRF,"Martha Lyon-Levine"
SOWK-612,"Assessment and Diagnosis of Mental Disorders",735,M,08:40,10:00,VAC,"Jane Allgood"
SOWK-612,"Assessment and Diagnosis of Mental Disorders",735,W,08:40,10:00,VAC,"Jane Allgood"
SOWK-612,"Assessment and Diagnosis of Mental Disorders",735,H,17:40,19:00,VAC,"Cynthia Rollo-Carlson"
SOWK-612,"Assessment and Diagnosis of Mental Disorders",735,T,17:40,19:00,VAC,"Ann Brown"
SOWK-613,"Social Work Practice with Children and Families in Early and Middle Childhood",735,M,12:00,13:20,VAC,"Estela Andujo"
SOWK-613,"Social Work Practice with Children and Families in Early and Middle Childhood",735,T,17:40,19:00,VAC,"Claudia Rodriguez"
SOWK-613,"Social Work Practice with Children and Families in Early and Middle Childhood",735,W,17:40,19:00,VAC,"Karen Briley-Balkan"
SOWK-613,"Social Work Practice with Children and Families in Early and Middle Childhood",735,H,17:40,19:00,VAC,"Estela Andujo"
SOWK-613,"Social Work Practice with Children and Families in Early and Middle Childhood",735,F,08:40,10:00,VAC,"Maria Duggan"
SOWK-613,"Social Work Practice with Children and Families in Early and Middle Childhood",735,S,08:00,09:20,VAC,"Maria Duggan"
SOWK-614,"Social Work Practice in School Settings",001,F,08:00,10:50,MRF,"Marlene Hollis Ochetti"
SOWK-614,"Social Work Practice in School Settings",735,M,17:40,19:00,VAC,"Tessa Waterbury Wallace"
SOWK-614,"Social Work Practice in School Settings",735,T,17:40,19:00,VAC,"Dawn Bray"
SOWK-615,"Brief Therapy and Crisis Intervention",001,H,16:10,19:00,SOSB,"Breea Charles"
SOWK-615,"Brief Therapy and Crisis Intervention",735,M,08:40,10:00,VAC,"Jessica Klein"
SOWK-615,"Brief Therapy and Crisis Intervention",735,T,17:40,19:00,VAC,"Marco Formigoni"
SOWK-615,"Brief Therapy and Crisis Intervention",735,H,18:30,19:50,VAC,"Marco Formigoni"
SOWK-616,"Clinical Practice with Older Adults",001,H,13:00,15:50,MRF,"Anne Katz"
SOWK-616,"Clinical Practice with Older Adults",735,T,16:00,17:20,VAC,"Anne Katz"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",001,S,13:00,15:50,"CITY E","Dan Field"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",001,F,08:00,10:50,WPH,"Wanda Jewell"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",001,T,16:10,19:00,"SOS B","Wanda Jewell"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",735,M,17:40,19:00,VAC,"John Bucholtz"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",735,T,17:40,19:00,VAC,"Janice Reisch"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",735,W,12:00,13:20,VAC,"Shannon Mayeda"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",735,H,17:40,19:00,VAC,"Janice Reisch"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",735,F,07:00,08:20,VAC,"Victoria Winsett"
SOWK-617,"Substance Related and Behavioral Addictive Disorders and Rec",735,S,09:40,11:00,VAC,"Shannon Mayeda"
SOWK-618,"Systems of Recovery from Mental Illness in Adults",735,M,16:45,18:05,VAC,"Shannon Mayeda"
SOWK-618,"Systems of Recovery from Mental Illness in Adults",735,F,08:40,10:00,VAC,"Shannon Mayeda"
SOWK-620,"Social Work Practice With Transitional Youth",735,H,10:15,11:35,VAC,"Azure Darby"
SOWK-621,"Social Work Practice with Adolescents, Young Adults and their Families . .",735,M,12:00,13:20,VAC,"Bianca Harper"
SOWK-621,"Social Work Practice with Adolescents, Young Adults and their Families . .",735,T,17:40,19:00,VAC,"Bianca Harper"
SOWK-621,"Social Work Practice with Adolescents, Young Adults and their Families . .",735,W,17:40,19:00,VAC,"Tamela Crouch"
SOWK-621,"Social Work Practice with Adolescents, Young Adults and their Families . .",735,H,17:40,19:00,VAC,"Alla Branzburg"
SOWK-621,"Social Work Practice with Adolescents, Young Adults and their Families . .",735,F,07:00,08:20,VAC,"Steven Kim"
SOWK-621,"Social Work Practice with Adolescents, Young Adults and their Families . .",735,S,09:40,11:00,VAC,"Azure Darby"
SOWK-623,"Social Work in Early Care and Education Settings",001,H,13:00,15:50,"WPH B","Richard Cohen"
SOWK-623,"Social Work in Early Care and Education Settings",735,W,17:40,19:00,VAC,"Katharine Sachnoff"
SOWK-624,"Social Work in Juvenile Justice Settings",735,W,10:15,11:35,VAC,"Robert Hernandez"
SOWK-624,"Social Work in Juvenile Justice Settings",735,H,07:00,08:20,VAC,"Robert Hernandez"
SOWK-627,"Policy and Macro Practice in Child, Youth and Family Services",001,H,13:00,15:50,"SOS B","Russell Vergara"
SOWK-627,"Policy and Macro Practice in Child, Youth and Family Services",001,T,13:00,15:50,"SOS B","Mara Ziegler"
SOWK-627,"Policy and Macro Practice in Child, Youth and Family Services",735,M,12:00,13:20,VAC,"Ama Saran"
SOWK-627,"Policy and Macro Practice in Child, Youth and Family Services",735,T,17:40,19:00,VAC,"Susan Brumer"
SOWK-627,"Policy and Macro Practice in Child, Youth and Family Services",735,W,17:40,19:00,VAC,"Scott Darrell"
SOWK-627,"Policy and Macro Practice in Child, Youth and Family Services",735,H,18:30,19:50,VAC,"Ama Saran"
SOWK-627,"Policy and Macro Practice in Child, Youth and Family Services",735,F,07:00,08:20,VAC,"Ama Saran"
SOWK-629,"Research and Evaluation for Community, Organization and Busi",001,T,13:00,15:50,"CITY E","Hans Oh"
SOWK-629,"Research and Evaluation for Community, Organization and Busi",735,T,17:40,19:00,VAC,"Sara Schwartz"
SOWK-629,"Research and Evaluation for Community, Organization and Busi",735,H,17:40,19:00,VAC,"Karra Bikson"
SOWK-629,"Research and Evaluation for Community, Organization and Busi",735,S,08:30,09:50,VAC,"Karra Bikson"
SOWK-630,"Diversity, Social Justice, and Culturally Competent Social W",001,S,13:00,15:50,"CITY D","Thomas Pier"
SOWK-630,"Diversity, Social Justice, and Culturally Competent Social W",001,F,08:00,10:50,"CITY A","Robin Siegal"
SOWK-630,"Diversity, Social Justice, and Culturally Competent Social W",735,M,17:40,19:00,VAC,"Terence Fitzgerald"
SOWK-630,"Diversity, Social Justice, and Culturally Competent Social W",735,T,08:40,10:00,VAC,"Terence Fitzgerald"
SOWK-630,"Diversity, Social Justice, and Culturally Competent Social W",735,W,18:25,19:45,VAC,"Murali Nair"
SOWK-630,"Diversity, Social Justice, and Culturally Competent Social W",735,F,07:00,08:20,VAC,"Tyan Parker Dominguez"
SOWK-634,"Violence Against Women: A Transnational Perspective",001,H,13:00,15:50,"CITY C","Kristen Zaleski"
SOWK-634,"Violence Against Women: A Transnational Perspective",735,T,14:40,16:00,VAC,"Elizabeth Swart"
SOWK-635,"Research and Evaluation for Social Work with Adults and Olde",001,H,13:00,15:50,"SOS B","Jennifer Lewis"
SOWK-635,"Research and Evaluation for Social Work with Adults and Olde",001,T,16:10,19:00,"SOS B","Gabriel Crenshaw"
SOWK-635,"Research and Evaluation for Social Work with Adults and Olde",735,M,17:40,19:00,VAC,"Michelle Parra"
SOWK-635,"Research and Evaluation for Social Work with Adults and Olde",735,T,17:40,19:00,VAC,"Karen Lincoln"
SOWK-635,"Research and Evaluation for Social Work with Adults and Olde",735,W,18:25,19:45,VAC,"Trang Hoang"
SOWK-635,"Research and Evaluation for Social Work with Adults and Olde",735,H,08:40,10:00,VAC,"Eileen Abel"
SOWK-635,"Research and Evaluation for Social Work with Adults and Olde",735,F,08:40,10:00,VAC,"Stan Smith"
SOWK-635,"Research and Evaluation for Social Work with Adults and Olde",735,S,10:10,11:30,VAC,"Sherrie Wilcox"
SOWK-637,"Assessing Wellness to Improve Recovery in Integrated Care",001,T,13:00,15:50,MRF,"Dawn Joosten-Hagye"
SOWK-637,"Assessing Wellness to Improve Recovery in Integrated Care",001,H,16:10,19:00,MRF,"Kim Finney"
SOWK-637,"Assessing Wellness to Improve Recovery in Integrated Care",735,M,17:40,19:00,VAC,"Peggy Stewart"
SOWK-637,"Assessing Wellness to Improve Recovery in Integrated Care",735,T,08:40,10:00,VAC,"Meggan Thompson"
SOWK-637,"Assessing Wellness to Improve Recovery in Integrated Care",735,W,18:25,19:45,VAC,"Shannon Mayeda"
SOWK-637,"Assessing Wellness to Improve Recovery in Integrated Care",735,H,17:40,19:00,VAC,"Nami Nocifera"
SOWK-637,"Assessing Wellness to Improve Recovery in Integrated Care",735,F,08:40,10:00,VAC,"Nami Nocifera"
SOWK-637,"Assessing Wellness to Improve Recovery in Integrated Care",735,S,10:10,11:30,VAC,"Meggan Thompson"
SOWK-638,"Policy in Integrated Care",001,F,16:10,19:00,SWC,"Samuel Mistrano"
SOWK-638,"Policy in Integrated Care",735,M,17:40,19:00,VAC,"Mia Bennett"
SOWK-638,"Policy in Integrated Care",735,T,08:40,10:00,VAC,"Rocio Terry"
SOWK-638,"Policy in Integrated Care",735,W,18:25,19:45,VAC,"Stephen Gratwick"
SOWK-638,"Policy in Integrated Care",735,H,17:40,19:00,VAC,"Tom Peterson"
SOWK-638,"Policy in Integrated Care",735,F,08:40,10:00,VAC,"Rocio Terry"
SOWK-638,"Policy in Integrated Care",735,S,10:10,11:30,VAC,"Rickie Jones"
SOWK-639,"Policy Advocacy and Social Change",735,T,17:40,19:00,VAC,"Lauren Brown"
SOWK-640,"Clinical Practice with the Military Family",001,T,08:00,10:50,MRF,"Carl Castro"
SOWK-640,"Clinical Practice with the Military Family",735,M,18:30,19:50,VAC,"David Bringhurst"
SOWK-640,"Clinical Practice with the Military Family",735,T,12:00,13:20,VAC,"David Bringhurst"
SOWK-641,"Clinical Practice with Service Members and Veterans",735,M,08:40,10:00,VAC,"Dustin Harris"
SOWK-641,"Clinical Practice with Service Members and Veterans",735,H,17:40,19:00,VAC,"Shelly Abernathy"
SOWK-643,"Social Work Practice in Intergrated Care Settings",735,M,18:30,19:50,VAC,"Cara Alexander"
SOWK-643,"Social Work Practice in Intergrated Care Settings",735,T,08:40,10:00,VAC,"Fred Stone"
SOWK-643,"Social Work Practice in Intergrated Care Settings",735,W,12:00,13:20,VAC,"Elizabeth Misener"
SOWK-643,"Social Work Practice in Intergrated Care Settings",735,H,17:40,19:00,VAC,"Eric Frank"
SOWK-643,"Social Work Practice in Intergrated Care Settings",735,F,07:00,08:20,VAC,"Maureen MacIas"
SOWK-643,"Social Work Practice in Intergrated Care Settings",735,S,09:40,11:00,VAC,"Elizabeth Misener"
SOWK-644,"Explanatory Theories of Health and Mental Health",735,M,18:30,19:50,VAC,"Martha Lyon-Levine"
SOWK-644,"Explanatory Theories of Health and Mental Health",735,T,08:40,10:00,VAC,"Eileen Abel"
SOWK-644,"Explanatory Theories of Health and Mental Health",735,W,12:00,13:20,VAC,"Eileen Abel"
SOWK-644,"Explanatory Theories of Health and Mental Health",735,H,17:40,19:00,VAC,"Doni Whitsett"
SOWK-644,"Explanatory Theories of Health and Mental Health",735,F,08:40,10:00,VAC,"Ankur Srivastava"
SOWK-644,"Explanatory Theories of Health and Mental Health",735,S,09:40,11:00,VAC,"Sofia Reddy"
SOWK-645,"Clinical Interventions: Evidence Based Practice in Health an",735,T,17:40,19:00,VAC,"Debra Berl"
SOWK-647,"Advanced Practice with Complex Social Work Cases",001,S,13:00,15:50,"CITY B","Iris Gonzalez"
SOWK-647,"Advanced Practice with Complex Social Work Cases",001,T,16:10,19:00,MRF,"Erik Schott"
SOWK-647,"Advanced Practice with Complex Social Work Cases",001,H,16:10,19:00,MRF,"Allison Perks"
SOWK-647,"Advanced Practice with Complex Social Work Cases",735,M,18:30,19:50,VAC,"Jennifer Lewis"
SOWK-647,"Advanced Practice with Complex Social Work Cases",735,T,08:40,10:00,VAC,"Amelia Roeschlein"
SOWK-647,"Advanced Practice with Complex Social Work Cases",735,W,12:00,13:20,VAC,"Jessica Klein"
SOWK-647,"Advanced Practice with Complex Social Work Cases",735,H,17:40,19:00,VAC,"Jessica Klein"
SOWK-647,"Advanced Practice with Complex Social Work Cases",735,F,07:00,08:20,VAC,"Corye Pike"
SOWK-647,"Advanced Practice with Complex Social Work Cases",735,S,08:00,09:20,VAC,"Corye Pike"
SOWK-648,"Management and Organizational Development for Social Workers",001,T,16:10,19:00,"CITY F","Peter Braun"
SOWK-648,"Management and Organizational Development for Social Workers",735,T,17:40,19:00,VAC,"Ruth White"
SOWK-648,"Management and Organizational Development for Social Workers",735,H,16:00,17:20,VAC,"Ruth White"
SOWK-648,"Management and Organizational Development for Social Workers",735,S,10:10,11:30,VAC,"Ruth White"
SOWK-650,"Military and Veteran Policy and Program Management",735,W,08:40,10:00,VAC,"Fred Stone"
SOWK-651,"Clinical Psychopharmacology for Social Workers",735,M,10:15,11:35,VAC,"Kim Finney"
SOWK-653,"Social Work with Older Adults",735,W,16:00,17:20,VAC,"Anne Katz"
SOWK-657,"Social Work Practice with Native American Children, Families and Communities: National Immersion",625,S,09:00,12:00,OFFICE,"Ruth Ann Supranovich"
SOWK-659,"Pathways to Immigration: Global Immersion to Mexico",625,S,09:00,14:00,OFFICE,"Omar Lopez"
